MPS Current Set,Current B,Target B,Target MPS Set
75725.1358024689,-0.294925,0.155405,-41642.4197530863
75725.1358024689,-0.294925,0.194675,-51867.9012345677
75725.1358024689,-0.294925,0.233725,-62019.3333333331
75725.1358024689,-0.294925,0.27232,-72096.7160493825
75725.1358024689,-0.294925,0.31063,-82100.0493827163
75725.1358024689,-0.294925,0.348675,-92029.3333333336
75725.1358024689,-0.294925,0.386425,-101884.567901235
75725.1358024689,-0.294925,0.42388,-111665.75308642
75725.1358024689,-0.294925,0.46086,-121372.888888889
75725.1358024689,-0.294925,0.49737,-131005.975308642
75725.1358024689,-0.294925,0.533745,-140565.012345679
75725.1358024689,-0.294925,0.56965,-150050
64685.1111111109,-0.252915,-0.211045,53719.1358024689
64685.1111111109,-0.252915,-0.16936,42827.2098765431
64685.1111111109,-0.252915,-0.127855,32009.3333333332
64685.1111111109,-0.252915,-0.086545,21265.5061728394
64685.1111111109,-0.252915,-0.045475,10595.7283950617
64685.1111111109,-0.252915,-0.004925,0
64685.1111111109,-0.252915,0.035505,-10521.6790123456
64685.1111111109,-0.252915,0.07573,-20969.3086419752
64685.1111111109,-0.252915,0.115685,-31342.8888888888
64685.1111111109,-0.252915,0.155405,-41642.4197530863
64685.1111111109,-0.252915,0.194675,-51867.9012345677
64685.1111111109,-0.252915,0.233725,-62019.3333333331
64685.1111111109,-0.252915,0.27232,-72096.7160493825
64685.1111111109,-0.252915,0.31063,-82100.0493827163
64685.1111111109,-0.252915,0.348675,-92029.3333333336
64685.1111111109,-0.252915,0.386425,-101884.567901235
64685.1111111109,-0.252915,0.42388,-111665.75308642
64685.1111111109,-0.252915,0.46086,-121372.888888889
64685.1111111109,-0.252915,0.49737,-131005.975308642
64685.1111111109,-0.252915,0.533745,-140565.012345679
64685.1111111109,-0.252915,0.56965,-150050
53719.1358024689,-0.211045,-0.16936,42827.2098765431
53719.1358024689,-0.211045,-0.127855,32009.3333333332
53719.1358024689,-0.211045,-0.086545,21265.5061728394
53719.1358024689,-0.211045,-0.045475,10595.7283950617
53719.1358024689,-0.211045,-0.004925,0
53719.1358024689,-0.211045,0.035505,-10521.6790123456
53719.1358024689,-0.211045,0.07573,-20969.3086419752
53719.1358024689,-0.211045,0.115685,-31342.8888888888
53719.1358024689,-0.211045,0.155405,-41642.4197530863
53719.1358024689,-0.211045,0.194675,-51867.9012345677
53719.1358024689,-0.211045,0.233725,-62019.3333333331
53719.1358024689,-0.211045,0.27232,-72096.7160493825
53719.1358024689,-0.211045,0.31063,-82100.0493827163
53719.1358024689,-0.211045,0.348675,-92029.3333333336
53719.1358024689,-0.211045,0.386425,-101884.567901235
53719.1358024689,-0.211045,0.42388,-111665.75308642
53719.1358024689,-0.211045,0.46086,-121372.888888889
53719.1358024689,-0.211045,0.49737,-131005.975308642
53719.1358024689,-0.211045,0.533745,-140565.012345679
53719.1358024689,-0.211045,0.56965,-150050
42827.2098765431,-0.16936,-0.127855,32009.3333333332
42827.2098765431,-0.16936,-0.086545,21265.5061728394
42827.2098765431,-0.16936,-0.045475,10595.7283950617
42827.2098765431,-0.16936,-0.004925,0
42827.2098765431,-0.16936,0.035505,-10521.6790123456
42827.2098765431,-0.16936,0.07573,-20969.3086419752
42827.2098765431,-0.16936,0.115685,-31342.8888888888
42827.2098765431,-0.16936,0.155405,-41642.4197530863
42827.2098765431,-0.16936,0.194675,-51867.9012345677
42827.2098765431,-0.16936,0.233725,-62019.3333333331
42827.2098765431,-0.16936,0.27232,-72096.7160493825
42827.2098765431,-0.16936,0.31063,-82100.0493827163
42827.2098765431,-0.16936,0.348675,-92029.3333333336
42827.2098765431,-0.16936,0.386425,-101884.567901235
42827.2098765431,-0.16936,0.42388,-111665.75308642
42827.2098765431,-0.16936,0.46086,-121372.888888889
42827.2098765431,-0.16936,0.49737,-131005.975308642
42827.2098765431,-0.16936,0.533745,-140565.012345679
42827.2098765431,-0.16936,0.56965,-150050
32009.3333333332,-0.127855,-0.086545,21265.5061728394
32009.3333333332,-0.127855,-0.045475,10595.7283950617
32009.3333333332,-0.127855,-0.004925,0
32009.3333333332,-0.127855,0.035505,-10521.6790123456
32009.3333333332,-0.127855,0.07573,-20969.3086419752
32009.3333333332,-0.127855,0.115685,-31342.8888888888
32009.3333333332,-0.127855,0.155405,-41642.4197530863
32009.3333333332,-0.127855,0.194675,-51867.9012345677
32009.3333333332,-0.127855,0.233725,-62019.3333333331
32009.3333333332,-0.127855,0.27232,-72096.7160493825
32009.3333333332,-0.127855,0.31063,-82100.0493827163
32009.3333333332,-0.127855,0.348675,-92029.3333333336
32009.3333333332,-0.127855,0.386425,-101884.567901235
32009.3333333332,-0.127855,0.42388,-111665.75308642
32009.3333333332,-0.127855,0.46086,-121372.888888889
32009.3333333332,-0.127855,0.49737,-131005.975308642
32009.3333333332,-0.127855,0.533745,-140565.012345679
32009.3333333332,-0.127855,0.56965,-150050
21265.5061728394,-0.086545,-0.045475,10595.7283950617
21265.5061728394,-0.086545,-0.004925,0
21265.5061728394,-0.086545,0.035505,-10521.6790123456
21265.5061728394,-0.086545,0.07573,-20969.3086419752
21265.5061728394,-0.086545,0.115685,-31342.8888888888
21265.5061728394,-0.086545,0.155405,-41642.4197530863
21265.5061728394,-0.086545,0.194675,-51867.9012345677
21265.5061728394,-0.086545,0.233725,-62019.3333333331
21265.5061728394,-0.086545,0.27232,-72096.7160493825
21265.5061728394,-0.086545,0.31063,-82100.0493827163
21265.5061728394,-0.086545,0.348675,-92029.3333333336
21265.5061728394,-0.086545,0.386425,-101884.567901235
21265.5061728394,-0.086545,0.42388,-111665.75308642
21265.5061728394,-0.086545,0.46086,-121372.888888889
21265.5061728394,-0.086545,0.49737,-131005.975308642
21265.5061728394,-0.086545,0.533745,-140565.012345679
21265.5061728394,-0.086545,0.56965,-150050
10595.7283950617,-0.045475,-0.004925,0
10595.7283950617,-0.045475,0.035505,-10521.6790123456
10595.7283950617,-0.045475,0.07573,-20969.3086419752
10595.7283950617,-0.045475,0.115685,-31342.8888888888
10595.7283950617,-0.045475,0.155405,-41642.4197530863
10595.7283950617,-0.045475,0.194675,-51867.9012345677
10595.7283950617,-0.045475,0.233725,-62019.3333333331
10595.7283950617,-0.045475,0.27232,-72096.7160493825
10595.7283950617,-0.045475,0.31063,-82100.0493827163
10595.7283950617,-0.045475,0.348675,-92029.3333333336
10595.7283950617,-0.045475,0.386425,-101884.567901235
10595.7283950617,-0.045475,0.42388,-111665.75308642
10595.7283950617,-0.045475,0.46086,-121372.888888889
10595.7283950617,-0.045475,0.49737,-131005.975308642
10595.7283950617,-0.045475,0.533745,-140565.012345679
10595.7283950617,-0.045475,0.56965,-150050
0,-0.004925,0.035505,-10521.6790123456
0,-0.004925,0.07573,-20969.3086419752
0,-0.004925,0.115685,-31342.8888888888
0,-0.004925,0.155405,-41642.4197530863
0,-0.004925,0.194675,-51867.9012345677
0,-0.004925,0.233725,-62019.3333333331
0,-0.004925,0.27232,-72096.7160493825
0,-0.004925,0.31063,-82100.0493827163
0,-0.004925,0.348675,-92029.3333333336
0,-0.004925,0.386425,-101884.567901235
0,-0.004925,0.42388,-111665.75308642
0,-0.004925,0.46086,-121372.888888889
0,-0.004925,0.49737,-131005.975308642
0,-0.004925,0.533745,-140565.012345679
0,-0.004925,0.56965,-150050
-10521.6790123456,0.035505,0.07573,-20969.3086419752
-10521.6790123456,0.035505,0.115685,-31342.8888888888
-10521.6790123456,0.035505,0.155405,-41642.4197530863
-10521.6790123456,0.035505,0.194675,-51867.9012345677
-10521.6790123456,0.035505,0.233725,-62019.3333333331
-10521.6790123456,0.035505,0.27232,-72096.7160493825
-10521.6790123456,0.035505,0.31063,-82100.0493827163
-10521.6790123456,0.035505,0.348675,-92029.3333333336
-10521.6790123456,0.035505,0.386425,-101884.567901235
-10521.6790123456,0.035505,0.42388,-111665.75308642
-10521.6790123456,0.035505,0.46086,-121372.888888889
-10521.6790123456,0.035505,0.49737,-131005.975308642
-10521.6790123456,0.035505,0.533745,-140565.012345679
-10521.6790123456,0.035505,0.56965,-150050
-20969.3086419752,0.07573,0.115685,-31342.8888888888
-20969.3086419752,0.07573,0.155405,-41642.4197530863
-20969.3086419752,0.07573,0.194675,-51867.9012345677
-20969.3086419752,0.07573,0.233725,-62019.3333333331
-20969.3086419752,0.07573,0.27232,-72096.7160493825
-20969.3086419752,0.07573,0.31063,-82100.0493827163
-20969.3086419752,0.07573,0.348675,-92029.3333333336
-20969.3086419752,0.07573,0.386425,-101884.567901235
-20969.3086419752,0.07573,0.42388,-111665.75308642
-20969.3086419752,0.07573,0.46086,-121372.888888889
-20969.3086419752,0.07573,0.49737,-131005.975308642
-20969.3086419752,0.07573,0.533745,-140565.012345679
-20969.3086419752,0.07573,0.56965,-150050
-31342.8888888888,0.115685,0.155405,-41642.4197530863
-31342.8888888888,0.115685,0.194675,-51867.9012345677
-31342.8888888888,0.115685,0.233725,-62019.3333333331
-31342.8888888888,0.115685,0.27232,-72096.7160493825
-31342.8888888888,0.115685,0.31063,-82100.0493827163
-31342.8888888888,0.115685,0.348675,-92029.3333333336
-31342.8888888888,0.115685,0.386425,-101884.567901235
-31342.8888888888,0.115685,0.42388,-111665.75308642
-31342.8888888888,0.115685,0.46086,-121372.888888889
-31342.8888888888,0.115685,0.49737,-131005.975308642
-31342.8888888888,0.115685,0.533745,-140565.012345679
-31342.8888888888,0.115685,0.56965,-150050
-41642.4197530863,0.155405,0.194675,-51867.9012345677
-41642.4197530863,0.155405,0.233725,-62019.3333333331
-41642.4197530863,0.155405,0.27232,-72096.7160493825
-41642.4197530863,0.155405,0.31063,-82100.0493827163
-41642.4197530863,0.155405,0.348675,-92029.3333333336
-41642.4197530863,0.155405,0.386425,-101884.567901235
-41642.4197530863,0.155405,0.42388,-111665.75308642
-41642.4197530863,0.155405,0.46086,-121372.888888889
-41642.4197530863,0.155405,0.49737,-131005.975308642
-41642.4197530863,0.155405,0.533745,-140565.012345679
-41642.4197530863,0.155405,0.56965,-150050
-51867.9012345677,0.194675,0.233725,-62019.3333333331
-51867.9012345677,0.194675,0.27232,-72096.7160493825
-51867.9012345677,0.194675,0.31063,-82100.0493827163
-51867.9012345677,0.194675,0.348675,-92029.3333333336
-51867.9012345677,0.194675,0.386425,-101884.567901235
-51867.9012345677,0.194675,0.42388,-111665.75308642
-51867.9012345677,0.194675,0.46086,-121372.888888889
-51867.9012345677,0.194675,0.49737,-131005.975308642
-51867.9012345677,0.194675,0.533745,-140565.012345679
-51867.9012345677,0.194675,0.56965,-150050
-62019.3333333331,0.233725,0.27232,-72096.7160493825
-62019.3333333331,0.233725,0.31063,-82100.0493827163
-62019.3333333331,0.233725,0.348675,-92029.3333333336
-62019.3333333331,0.233725,0.386425,-101884.567901235
-62019.3333333331,0.233725,0.42388,-111665.75308642
-62019.3333333331,0.233725,0.46086,-121372.888888889
-62019.3333333331,0.233725,0.49737,-131005.975308642
-62019.3333333331,0.233725,0.533745,-140565.012345679
-62019.3333333331,0.233725,0.56965,-150050
-72096.7160493825,0.27232,0.31063,-82100.0493827163
-72096.7160493825,0.27232,0.348675,-92029.3333333336
-72096.7160493825,0.27232,0.386425,-101884.567901235
-72096.7160493825,0.27232,0.42388,-111665.75308642
-72096.7160493825,0.27232,0.46086,-121372.888888889
-72096.7160493825,0.27232,0.49737,-131005.975308642
-72096.7160493825,0.27232,0.533745,-140565.012345679
-72096.7160493825,0.27232,0.56965,-150050
-82100.0493827163,0.31063,0.348675,-92029.3333333336
-82100.0493827163,0.31063,0.386425,-101884.567901235
-82100.0493827163,0.31063,0.42388,-111665.75308642
-82100.0493827163,0.31063,0.46086,-121372.888888889
-82100.0493827163,0.31063,0.49737,-131005.975308642
-82100.0493827163,0.31063,0.533745,-140565.012345679
-82100.0493827163,0.31063,0.56965,-150050
-92029.3333333336,0.348675,0.386425,-101884.567901235
-92029.3333333336,0.348675,0.42388,-111665.75308642
-92029.3333333336,0.348675,0.46086,-121372.888888889
-92029.3333333336,0.348675,0.49737,-131005.975308642
-92029.3333333336,0.348675,0.533745,-140565.012345679
-92029.3333333336,0.348675,0.56965,-150050
-101884.567901235,0.386425,0.42388,-111665.75308642
-101884.567901235,0.386425,0.46086,-121372.888888889
-101884.567901235,0.386425,0.49737,-131005.975308642
-101884.567901235,0.386425,0.533745,-140565.012345679
-101884.567901235,0.386425,0.56965,-150050
-111665.75308642,0.42388,0.46086,-121372.888888889
-111665.75308642,0.42388,0.49737,-131005.975308642
-111665.75308642,0.42388,0.533745,-140565.012345679
-111665.75308642,0.42388,0.56965,-150050
-121372.888888889,0.46086,0.49737,-131005.975308642
-121372.888888889,0.46086,0.533745,-140565.012345679
-121372.888888889,0.46086,0.56965,-150050
-131005.975308642,0.49737,0.533745,-140565.012345679
-131005.975308642,0.49737,0.56965,-150050
-140565.012345679,0.533745,0.56965,-150050
-150050,0.56965,0.53165,-139528.320987654
-150050,0.56965,0.49377,-129080.691358025
-150050,0.56965,0.455765,-118707.111111111
-150050,0.56965,0.41755,-108407.580246914
-150050,0.56965,0.37925,-98182.0987654323
-150050,0.56965,0.341,-88030.6666666669
-150050,0.56965,0.30283,-77953.2839506175
-150050,0.56965,0.264895,-67949.9506172837
-150050,0.56965,0.22712,-58020.6666666665
-150050,0.56965,0.189485,-48165.4320987653
-150050,0.56965,0.15205,-38384.2469135801
-150050,0.56965,0.11477,-28677.111111111
-150050,0.56965,0.077805,-19044.024691358
-150050,0.56965,0.041025,-9484.98765432096
-150050,0.56965,0.00275,0
-150050,0.56965,-0.031655,9410.9382716049
-150050,0.56965,-0.06749,18747.8271604938
-150050,0.56965,-0.10315,28010.6666666666
-150050,0.56965,-0.13847,37199.4567901233
-150050,0.56965,-0.173605,46314.197530864
-150050,0.56965,-0.20831,55354.8888888887
-150050,0.56965,-0.24258,64321.5308641973
-150050,0.56965,-0.276675,73214.1234567904
-150050,0.56965,-0.310435,82032.6666666669
-150050,0.56965,-0.34383,90777.1604938273
-150050,0.56965,-0.376895,99447.6049382717
-150050,0.56965,-0.409575,108044
-150050,0.56965,-0.44197,116566.345679012
-150050,0.56965,-0.47387,125014.641975309
-150050,0.56965,-0.505565,133388.888888889
-139528.320987654,0.53165,0.49377,-129080.691358025
-139528.320987654,0.53165,0.455765,-118707.111111111
-139528.320987654,0.53165,0.41755,-108407.580246914
-139528.320987654,0.53165,0.37925,-98182.0987654323
-139528.320987654,0.53165,0.341,-88030.6666666669
-139528.320987654,0.53165,0.30283,-77953.2839506175
-139528.320987654,0.53165,0.264895,-67949.9506172837
-139528.320987654,0.53165,0.22712,-58020.6666666665
-139528.320987654,0.53165,0.189485,-48165.4320987653
-139528.320987654,0.53165,0.15205,-38384.2469135801
-139528.320987654,0.53165,0.11477,-28677.111111111
-139528.320987654,0.53165,0.077805,-19044.024691358
-139528.320987654,0.53165,0.041025,-9484.98765432096
-139528.320987654,0.53165,0.00275,0
-139528.320987654,0.53165,-0.031655,9410.9382716049
-139528.320987654,0.53165,-0.06749,18747.8271604938
-139528.320987654,0.53165,-0.10315,28010.6666666666
-139528.320987654,0.53165,-0.13847,37199.4567901233
-139528.320987654,0.53165,-0.173605,46314.197530864
-139528.320987654,0.53165,-0.20831,55354.8888888887
-139528.320987654,0.53165,-0.24258,64321.5308641973
-139528.320987654,0.53165,-0.276675,73214.1234567904
-139528.320987654,0.53165,-0.310435,82032.6666666669
-139528.320987654,0.53165,-0.34383,90777.1604938273
-139528.320987654,0.53165,-0.376895,99447.6049382717
-139528.320987654,0.53165,-0.409575,108044
-139528.320987654,0.53165,-0.44197,116566.345679012
-139528.320987654,0.53165,-0.47387,125014.641975309
-139528.320987654,0.53165,-0.505565,133388.888888889
-129080.691358025,0.49377,0.455765,-118707.111111111
-129080.691358025,0.49377,0.41755,-108407.580246914
-129080.691358025,0.49377,0.37925,-98182.0987654323
-129080.691358025,0.49377,0.341,-88030.6666666669
-129080.691358025,0.49377,0.30283,-77953.2839506175
-129080.691358025,0.49377,0.264895,-67949.9506172837
-129080.691358025,0.49377,0.22712,-58020.6666666665
-129080.691358025,0.49377,0.189485,-48165.4320987653
-129080.691358025,0.49377,0.15205,-38384.2469135801
-129080.691358025,0.49377,0.11477,-28677.111111111
-129080.691358025,0.49377,0.077805,-19044.024691358
-129080.691358025,0.49377,0.041025,-9484.98765432096
-129080.691358025,0.49377,0.00275,0
-129080.691358025,0.49377,-0.031655,9410.9382716049
-129080.691358025,0.49377,-0.06749,18747.8271604938
-129080.691358025,0.49377,-0.10315,28010.6666666666
-129080.691358025,0.49377,-0.13847,37199.4567901233
-129080.691358025,0.49377,-0.173605,46314.197530864
-129080.691358025,0.49377,-0.20831,55354.8888888887
-129080.691358025,0.49377,-0.24258,64321.5308641973
-129080.691358025,0.49377,-0.276675,73214.1234567904
-129080.691358025,0.49377,-0.310435,82032.6666666669
-129080.691358025,0.49377,-0.34383,90777.1604938273
-129080.691358025,0.49377,-0.376895,99447.6049382717
-129080.691358025,0.49377,-0.409575,108044
-129080.691358025,0.49377,-0.44197,116566.345679012
-129080.691358025,0.49377,-0.47387,125014.641975309
-129080.691358025,0.49377,-0.505565,133388.888888889
-118707.111111111,0.455765,0.41755,-108407.580246914
-118707.111111111,0.455765,0.37925,-98182.0987654323
-118707.111111111,0.455765,0.341,-88030.6666666669
-118707.111111111,0.455765,0.30283,-77953.2839506175
-118707.111111111,0.455765,0.264895,-67949.9506172837
-118707.111111111,0.455765,0.22712,-58020.6666666665
-118707.111111111,0.455765,0.189485,-48165.4320987653
-118707.111111111,0.455765,0.15205,-38384.2469135801
-118707.111111111,0.455765,0.11477,-28677.111111111
-118707.111111111,0.455765,0.077805,-19044.024691358
-118707.111111111,0.455765,0.041025,-9484.98765432096
-118707.111111111,0.455765,0.00275,0
-118707.111111111,0.455765,-0.031655,9410.9382716049
-118707.111111111,0.455765,-0.06749,18747.8271604938
-118707.111111111,0.455765,-0.10315,28010.6666666666
-118707.111111111,0.455765,-0.13847,37199.4567901233
-118707.111111111,0.455765,-0.173605,46314.197530864
-118707.111111111,0.455765,-0.20831,55354.8888888887
-118707.111111111,0.455765,-0.24258,64321.5308641973
-118707.111111111,0.455765,-0.276675,73214.1234567904
-118707.111111111,0.455765,-0.310435,82032.6666666669
-118707.111111111,0.455765,-0.34383,90777.1604938273
-118707.111111111,0.455765,-0.376895,99447.6049382717
-118707.111111111,0.455765,-0.409575,108044
-118707.111111111,0.455765,-0.44197,116566.345679012
-118707.111111111,0.455765,-0.47387,125014.641975309
-118707.111111111,0.455765,-0.505565,133388.888888889
-108407.580246914,0.41755,0.37925,-98182.0987654323
-108407.580246914,0.41755,0.341,-88030.6666666669
-108407.580246914,0.41755,0.30283,-77953.2839506175
-108407.580246914,0.41755,0.264895,-67949.9506172837
-108407.580246914,0.41755,0.22712,-58020.6666666665
-108407.580246914,0.41755,0.189485,-48165.4320987653
-108407.580246914,0.41755,0.15205,-38384.2469135801
-108407.580246914,0.41755,0.11477,-28677.111111111
-108407.580246914,0.41755,0.077805,-19044.024691358
-108407.580246914,0.41755,0.041025,-9484.98765432096
-108407.580246914,0.41755,0.00275,0
-108407.580246914,0.41755,-0.031655,9410.9382716049
-108407.580246914,0.41755,-0.06749,18747.8271604938
-108407.580246914,0.41755,-0.10315,28010.6666666666
-108407.580246914,0.41755,-0.13847,37199.4567901233
-108407.580246914,0.41755,-0.173605,46314.197530864
-108407.580246914,0.41755,-0.20831,55354.8888888887
-108407.580246914,0.41755,-0.24258,64321.5308641973
-108407.580246914,0.41755,-0.276675,73214.1234567904
-108407.580246914,0.41755,-0.310435,82032.6666666669
-108407.580246914,0.41755,-0.34383,90777.1604938273
-108407.580246914,0.41755,-0.376895,99447.6049382717
-108407.580246914,0.41755,-0.409575,108044
-108407.580246914,0.41755,-0.44197,116566.345679012
-108407.580246914,0.41755,-0.47387,125014.641975309
-108407.580246914,0.41755,-0.505565,133388.888888889
-98182.0987654323,0.37925,0.341,-88030.6666666669
-98182.0987654323,0.37925,0.30283,-77953.2839506175
-98182.0987654323,0.37925,0.264895,-67949.9506172837
-98182.0987654323,0.37925,0.22712,-58020.6666666665
-98182.0987654323,0.37925,0.189485,-48165.4320987653
-98182.0987654323,0.37925,0.15205,-38384.2469135801
-98182.0987654323,0.37925,0.11477,-28677.111111111
-98182.0987654323,0.37925,0.077805,-19044.024691358
-98182.0987654323,0.37925,0.041025,-9484.98765432096
-98182.0987654323,0.37925,0.00275,0
-98182.0987654323,0.37925,-0.031655,9410.9382716049
-98182.0987654323,0.37925,-0.06749,18747.8271604938
-98182.0987654323,0.37925,-0.10315,28010.6666666666
-98182.0987654323,0.37925,-0.13847,37199.4567901233
-98182.0987654323,0.37925,-0.173605,46314.197530864
-98182.0987654323,0.37925,-0.20831,55354.8888888887
-98182.0987654323,0.37925,-0.24258,64321.5308641973
-98182.0987654323,0.37925,-0.276675,73214.1234567904
-98182.0987654323,0.37925,-0.310435,82032.6666666669
-98182.0987654323,0.37925,-0.34383,90777.1604938273
-98182.0987654323,0.37925,-0.376895,99447.6049382717
-98182.0987654323,0.37925,-0.409575,108044
-98182.0987654323,0.37925,-0.44197,116566.345679012
-98182.0987654323,0.37925,-0.47387,125014.641975309
-98182.0987654323,0.37925,-0.505565,133388.888888889
-88030.6666666669,0.341,0.30283,-77953.2839506175
-88030.6666666669,0.341,0.264895,-67949.9506172837
-88030.6666666669,0.341,0.22712,-58020.6666666665
-88030.6666666669,0.341,0.189485,-48165.4320987653
-88030.6666666669,0.341,0.15205,-38384.2469135801
-88030.6666666669,0.341,0.11477,-28677.111111111
-88030.6666666669,0.341,0.077805,-19044.024691358
-88030.6666666669,0.341,0.041025,-9484.98765432096
-88030.6666666669,0.341,0.00275,0
-88030.6666666669,0.341,-0.031655,9410.9382716049
-88030.6666666669,0.341,-0.06749,18747.8271604938
-88030.6666666669,0.341,-0.10315,28010.6666666666
-88030.6666666669,0.341,-0.13847,37199.4567901233
-88030.6666666669,0.341,-0.173605,46314.197530864
-88030.6666666669,0.341,-0.20831,55354.8888888887
-88030.6666666669,0.341,-0.24258,64321.5308641973
-88030.6666666669,0.341,-0.276675,73214.1234567904
-88030.6666666669,0.341,-0.310435,82032.6666666669
-88030.6666666669,0.341,-0.34383,90777.1604938273
-88030.6666666669,0.341,-0.376895,99447.6049382717
-88030.6666666669,0.341,-0.409575,108044
-88030.6666666669,0.341,-0.44197,116566.345679012
-88030.6666666669,0.341,-0.47387,125014.641975309
-88030.6666666669,0.341,-0.505565,133388.888888889
-77953.2839506175,0.30283,0.264895,-67949.9506172837
-77953.2839506175,0.30283,0.22712,-58020.6666666665
-77953.2839506175,0.30283,0.189485,-48165.4320987653
-77953.2839506175,0.30283,0.15205,-38384.2469135801
-77953.2839506175,0.30283,0.11477,-28677.111111111
-77953.2839506175,0.30283,0.077805,-19044.024691358
-77953.2839506175,0.30283,0.041025,-9484.98765432096
-77953.2839506175,0.30283,0.00275,0
-77953.2839506175,0.30283,-0.031655,9410.9382716049
-77953.2839506175,0.30283,-0.06749,18747.8271604938
-77953.2839506175,0.30283,-0.10315,28010.6666666666
-77953.2839506175,0.30283,-0.13847,37199.4567901233
-77953.2839506175,0.30283,-0.173605,46314.197530864
-77953.2839506175,0.30283,-0.20831,55354.8888888887
-77953.2839506175,0.30283,-0.24258,64321.5308641973
-77953.2839506175,0.30283,-0.276675,73214.1234567904
-77953.2839506175,0.30283,-0.310435,82032.6666666669
-77953.2839506175,0.30283,-0.34383,90777.1604938273
-77953.2839506175,0.30283,-0.376895,99447.6049382717
-77953.2839506175,0.30283,-0.409575,108044
-77953.2839506175,0.30283,-0.44197,116566.345679012
-77953.2839506175,0.30283,-0.47387,125014.641975309
-77953.2839506175,0.30283,-0.505565,133388.888888889
-67949.9506172837,0.264895,0.22712,-58020.6666666665
-67949.9506172837,0.264895,0.189485,-48165.4320987653
-67949.9506172837,0.264895,0.15205,-38384.2469135801
-67949.9506172837,0.264895,0.11477,-28677.111111111
-67949.9506172837,0.264895,0.077805,-19044.024691358
-67949.9506172837,0.264895,0.041025,-9484.98765432096
-67949.9506172837,0.264895,0.00275,0
-67949.9506172837,0.264895,-0.031655,9410.9382716049
-67949.9506172837,0.264895,-0.06749,18747.8271604938
-67949.9506172837,0.264895,-0.10315,28010.6666666666
-67949.9506172837,0.264895,-0.13847,37199.4567901233
-67949.9506172837,0.264895,-0.173605,46314.197530864
-67949.9506172837,0.264895,-0.20831,55354.8888888887
-67949.9506172837,0.264895,-0.24258,64321.5308641973
-67949.9506172837,0.264895,-0.276675,73214.1234567904
-67949.9506172837,0.264895,-0.310435,82032.6666666669
-67949.9506172837,0.264895,-0.34383,90777.1604938273
-67949.9506172837,0.264895,-0.376895,99447.6049382717
-67949.9506172837,0.264895,-0.409575,108044
-67949.9506172837,0.264895,-0.44197,116566.345679012
-67949.9506172837,0.264895,-0.47387,125014.641975309
-67949.9506172837,0.264895,-0.505565,133388.888888889
-58020.6666666665,0.22712,0.189485,-48165.4320987653
-58020.6666666665,0.22712,0.15205,-38384.2469135801
-58020.6666666665,0.22712,0.11477,-28677.111111111
-58020.6666666665,0.22712,0.077805,-19044.024691358
-58020.6666666665,0.22712,0.041025,-9484.98765432096
-58020.6666666665,0.22712,0.00275,0
-58020.6666666665,0.22712,-0.031655,9410.9382716049
-58020.6666666665,0.22712,-0.06749,18747.8271604938
-58020.6666666665,0.22712,-0.10315,28010.6666666666
-58020.6666666665,0.22712,-0.13847,37199.4567901233
-58020.6666666665,0.22712,-0.173605,46314.197530864
-58020.6666666665,0.22712,-0.20831,55354.8888888887
-58020.6666666665,0.22712,-0.24258,64321.5308641973
-58020.6666666665,0.22712,-0.276675,73214.1234567904
-58020.6666666665,0.22712,-0.310435,82032.6666666669
-58020.6666666665,0.22712,-0.34383,90777.1604938273
-58020.6666666665,0.22712,-0.376895,99447.6049382717
-58020.6666666665,0.22712,-0.409575,108044
-58020.6666666665,0.22712,-0.44197,116566.345679012
-58020.6666666665,0.22712,-0.47387,125014.641975309
-58020.6666666665,0.22712,-0.505565,133388.888888889
-48165.4320987653,0.189485,0.15205,-38384.2469135801
-48165.4320987653,0.189485,0.11477,-28677.111111111
-48165.4320987653,0.189485,0.077805,-19044.024691358
-48165.4320987653,0.189485,0.041025,-9484.98765432096
-48165.4320987653,0.189485,0.00275,0
-48165.4320987653,0.189485,-0.031655,9410.9382716049
-48165.4320987653,0.189485,-0.06749,18747.8271604938
-48165.4320987653,0.189485,-0.10315,28010.6666666666
-48165.4320987653,0.189485,-0.13847,37199.4567901233
-48165.4320987653,0.189485,-0.173605,46314.197530864
-48165.4320987653,0.189485,-0.20831,55354.8888888887
-48165.4320987653,0.189485,-0.24258,64321.5308641973
-48165.4320987653,0.189485,-0.276675,73214.1234567904
-48165.4320987653,0.189485,-0.310435,82032.6666666669
-48165.4320987653,0.189485,-0.34383,90777.1604938273
-48165.4320987653,0.189485,-0.376895,99447.6049382717
-48165.4320987653,0.189485,-0.409575,108044
-48165.4320987653,0.189485,-0.44197,116566.345679012
-48165.4320987653,0.189485,-0.47387,125014.641975309
-48165.4320987653,0.189485,-0.505565,133388.888888889
-38384.2469135801,0.15205,0.11477,-28677.111111111
-38384.2469135801,0.15205,0.077805,-19044.024691358
-38384.2469135801,0.15205,0.041025,-9484.98765432096
-38384.2469135801,0.15205,0.00275,0
-38384.2469135801,0.15205,-0.031655,9410.9382716049
-38384.2469135801,0.15205,-0.06749,18747.8271604938
-38384.2469135801,0.15205,-0.10315,28010.6666666666
-38384.2469135801,0.15205,-0.13847,37199.4567901233
-38384.2469135801,0.15205,-0.173605,46314.197530864
-38384.2469135801,0.15205,-0.20831,55354.8888888887
-38384.2469135801,0.15205,-0.24258,64321.5308641973
